Item SKU,Store,Supplier,Cost per Unit ($),On Hand,Annual Demand
8999,020109,B,1101.39,60,643
8999,080212,B,428.64,198,1728
9000,003480,A,0.00,55,506
9000,003480,C,0.00,34,328
9000,003480,D,0.00,179,1577
9000,01611,A,0.00,1,11
9000,020109,A,0.00,184,1915
9000,020109,B,0.00,1,9
9000,020109,C,0.00,107,1016
9000,031779,B,0.00,127,1336
9003,003480,C,5.76,198,1688
9003,01611,B,1.87,184,1830
9003,01611,C,2.87,29,284
9003,01611,D,5.98,192,1742
9003,020109,B,1.25,78,660
9003,031779,A,5.93,157,1442
9010,003480,B,9.10,175,1754
9010,003480,C,7.57,34,345
9010,020109,B,15.95,176,1628
9010,031779,A,16.60,76,732
9010,080212,A,11.34,135,1276
9010,080212,B,2.29,0,0
9010,080212,C,13.00,150,1326
9014,01611,B,23.63,192,1830
9014,020109,A,12.18,56,589
9014,020109,B,9.21,44,469
9014,020109,C,16.33,89,878
9014,020109,D,23.23,92,971
9014,080212,A,24.41,118,1067
9015,01611,A,26.51,10,88
9015,01611,B,2.25,147,1393
9015,01611,C,20.22,84,776
9015,01611,D,18.38,160,1588
9015,020109,C,16.01,118,1194
9015,080212,A,29.05,107,975
9015,080212,D,2.73,176,1714
9019,01611,C,21.47,68,700
9019,020109,C,2.83,169,1567
9019,080212,A,32.73,156,1434
9019,080212,D,1.70,119,1153
9027,003480,A,46.87,38,368
9027,003480,D,8.49,116,1010
9027,020109,A,32.15,128,1161
9027,031779,B,25.91,1,10
9027,031779,C,41.61,117,1215
9027,080212,A,8.43,170,1506
9027,080212,C,15.41,99,1035
9036,003480,A,65.96,200,1863
9036,01611,B,27.96,190,1828
9036,01611,D,20.48,184,1606
9036,020109,A,71.88,154,1562
9036,031779,A,10.07,55,532
9036,080212,B,30.82,200,1741
9036,080212,D,58.58,53,497
9039,003480,A,35.95,197,1948
9039,01611,B,42.15,166,1614
9039,020109,C,34.58,196,1809
9039,020109,D,49.07,44,373
9039,080212,A,20.06,90,905
9039,080212,B,40.01,4,38
9039,080212,C,20.94,162,1470
9042,003480,A,47.39,144,1351
9042,01611,B,72.45,194,2060
9042,01611,C,25.60,164,1624
9042,01611,D,64.75,101,1000
9042,020109,B,21.40,143,1465
9042,020109,C,23.21,11,107
9042,031779,C,52.25,121,1220
9042,080212,A,6.80,178,1869
9058,003480,B,45.91,189,1942
9058,01611,C,46.82,180,1785
9058,020109,A,9.19,169,1678
9058,020109,B,12.09,171,1835
9058,020109,D,63.69,157,1507
9058,031779,C,66.44,31,324
9058,080212,C,44.17,45,435
9070,003480,A,22.59,153,1519
9070,003480,B,116.65,22,188
9070,01611,A,102.18,33,307
9070,031779,C,132.55,102,866
9070,080212,A,76.33,77,809
9070,080212,B,32.07,186,1817
9070,080212,D,35.91,54,497
9080,01611,B,155.94,61,573
9080,020109,B,80.70,115,1114
9080,031779,C,57.98,180,1729
9080,031779,D,40.17,49,464
9080,080212,C,136.58,89,906
9080,080212,D,68.00,136,1347
9081,003480,A,115.42,126,1223
9081,003480,B,39.34,105,917
9081,003480,D,103.92,67,604
9081,01611,B,112.00,88,843
9081,020109,C,105.46,109,1006
9081,020109,D,92.42,66,700
9081,031779,A,65.08,143,1345
9081,031779,B,82.65,122,1231
9093,003480,A,96.52,42,426
9093,003480,B,110.90,79,814
9093,01611,A,13.87,155,1399
9093,01611,C,37.36,181,1898
9093,020109,B,165.13,150,1590
9093,031779,B,177.75,5,43
9093,031779,C,169.73,122,1217
9100,01611,C,25.39,126,1087
9100,020109,A,8.28,105,992
9100,020109,C,41.22,102,963
9100,020109,D,67.36,195,1882
9100,031779,B,64.74,141,1451
9100,031779,C,2.23,21,190
9100,080212,C,6.77,4,40
9107,020109,B,26.10,166,1680
9107,031779,A,107.34,164,1612
9107,031779,C,18.85,99,1060
9107,031779,D,168.81,137,1293
9107,080212,A,32.99,46,419
9107,080212,B,165.88,176,1887
9109,003480,B,47.12,44,433
9109,003480,C,58.77,131,1392
9109,003480,D,44.26,37,335
9109,01611,A,8.00,51,530
9109,01611,C,71.06,1,10
9109,020109,A,126.78,5,43
9109,020109,B,134.40,34,348
9109,031779,B,125.02,177,1785
9109,031779,C,213.93,36,332
9109,031779,D,79.57,25,267
9109,080212,A,120.16,120,1251
9109,080212,B,208.52,87,779
9109,080212,C,115.01,73,718
9109,080212,D,55.20,33,321
9122,003480,A,8.22,23,224
9122,01611,B,73.45,50,459
9122,020109,A,224.88,190,1643
9122,020109,B,165.59,176,1671
9122,020109,D,78.57,10,90
9122,080212,A,85.70,125,1226
9122,080212,D,45.28,159,1411
9126,003480,A,86.56,199,1755
9126,003480,B,115.15,187,1664
9126,003480,C,186.49,16,168
9126,01611,B,69.87,146,1458
9126,020109,A,126.51,87,772
9126,020109,B,3.00,71,610
9126,020109,C,193.09,103,871
9126,020109,D,35.53,69,631
9126,031779,B,23.56,51,463
9126,031779,D,64.57,79,814
9126,080212,A,160.27,20,193
9126,080212,C,29.75,138,1195
9126,080212,D,247.18,166,1607
9129,003480,C,164.24,144,1331
9129,01611,A,232.74,13,128
9129,01611,B,73.78,4,36
9129,01611,D,159.48,42,391
9129,031779,A,25.10,40,349
9129,031779,B,232.59,102,1019
9136,003480,C,115.61,45,430
9136,01611,C,16.60,78,665
9136,020109,C,9.17,126,1153
9136,020109,D,56.00,42,420
9136,080212,B,218.34,159,1677
9136,080212,C,45.06,129,1284
9136,080212,D,195.86,87,876
9140,003480,A,35.06,125,1213
9140,003480,B,24.48,161,1561
9140,003480,D,266.04,62,658
9140,020109,A,50.16,144,1247
9140,020109,C,13.65,107,1128
9140,031779,B,34.90,55,521
9140,080212,A,90.54,180,1730
9140,080212,B,257.69,84,867
9140,080212,C,279.06,73,740
9141,003480,A,172.31,77,772
9141,003480,C,157.36,64,680
9141,01611,B,61.35,83,822
9141,020109,B,151.27,94,998
9141,020109,C,135.57,101,1051
9141,031779,B,281.98,104,976
9141,031779,C,53.49,74,781
9141,080212,A,192.24,49,521
9141,080212,B,176.54,36,339
9141,080212,C,53.58,127,1332
9142,003480,B,0.35,56,549
9142,01611,A,261.42,27,235
9142,01611,B,153.54,10,100
9142,01611,C,225.03,188,1682
9142,01611,D,41.97,103,1064
9142,020109,A,263.25,172,1536
9142,020109,B,210.07,21,212
9142,031779,A,250.46,119,1056
9144,003480,A,201.99,190,2008
9144,003480,B,245.97,26,280
9144,003480,D,122.05,53,472
9144,01611,C,247.32,5,47
9144,01611,D,221.00,170,1554
9144,020109,B,169.70,148,1251
9144,020109,C,170.58,122,1202
9144,031779,B,154.58,147,1505
9144,031779,C,60.82,56,572
9144,031779,D,111.41,164,1415
9144,080212,A,23.17,4,41
9144,080212,B,268.90,160,1712
9144,080212,D,278.15,200,1886
9146,003480,C,186.31,103,1025
9146,01611,A,21.14,55,547
9146,01611,B,279.97,200,2083
9146,01611,D,254.80,24,232
9146,020109,A,39.03,17,173
9146,020109,C,186.70,154,1642
9146,080212,A,276.70,118,1076
9150,003480,A,124.39,22,203
9150,020109,B,296.08,75,653
9150,020109,D,92.03,53,503
9150,031779,B,74.45,29,251
9150,080212,A,195.06,199,1882
9150,080212,B,118.46,107,1150
9150,080212,C,210.11,2,19
9156,003480,A,81.73,50,423
9156,003480,B,183.68,193,1895
9156,003480,C,230.60,66,636
9156,020109,A,183.17,98,853
9156,020109,C,185.50,132,1307
9156,020109,D,9.35,148,1580
9156,080212,C,34.33,86,776
9162,01611,A,42.00,112,1077
9162,020109,A,245.69,12,115
9162,020109,B,249.87,59,631
9162,020109,C,257.76,193,1951
9162,031779,A,272.75,32,304
9162,080212,A,139.33,74,634
9162,080212,B,81.46,30,310
9169,003480,A,16.40,104,915
9169,020109,B,34.74,68,602
9169,020109,C,170.25,199,1710
9169,031779,A,59.59,48,436
9169,031779,B,324.51,194,1700
9169,080212,B,275.29,22,206
9169,080212,D,173.75,179,1928
9171,003480,A,83.36,117,1003
9171,003480,B,41.39,25,223
9171,003480,D,4.77,170,1640
9171,01611,C,125.05,123,1218
9171,020109,B,85.46,152,1460
9171,080212,A,308.55,165,1574
9171,080212,B,238.76,160,1362
9172,003480,B,77.31,143,1534
9172,003480,C,5.99,104,980
9172,003480,D,187.21,92,815
9172,01611,B,188.60,185,1827
9172,01611,D,165.54,140,1487
9172,020109,B,117.45,25,266
9172,020109,C,252.39,61,570
9172,080212,A,342.39,113,1123
9179,003480,C,230.36,129,1227
9179,020109,C,259.38,39,398
9179,031779,B,198.11,151,1560
9179,080212,B,276.74,123,1086
9191,003480,B,229.04,161,1658
9191,020109,B,182.38,8,81
9191,020109,C,20.75,53,535
9191,031779,A,36.63,131,1155
9191,031779,B,100.54,46,438
9191,031779,C,89.83,148,1532
9191,080212,B,236.68,60,634
9194,01611,C,62.58,3,28
9194,020109,A,383.72,31,292
9194,020109,C,188.11,198,1939
9194,020109,D,210.19,53,499
9194,031779,B,285.86,33,302
9194,031779,C,357.60,188,2029
9194,031779,D,361.68,13,136
9196,003480,A,271.90,48,516
9196,003480,C,91.47,144,1346
9196,003480,D,29.23,43,446
9196,01611,B,39.39,73,701
9196,020109,B,72.31,133,1286
9196,031779,C,161.25,55,555
9196,080212,B,166.78,164,1688
9199,003480,B,127.22,107,1046
9199,01611,C,254.07,103,994
9199,020109,A,33.69,162,1431
9199,020109,B,370.25,146,1361
9199,020109,C,248.58,18,152
9199,031779,B,273.52,57,553
9199,080212,C,350.29,41,393
9202,003480,A,376.59,182,1819
9202,003480,B,141.23,48,465
9202,01611,A,324.18,5,42
9202,031779,A,176.91,178,1759
9202,031779,B,284.67,84,811
9202,031779,C,24.73,192,1779
9202,031779,D,162.67,189,1968
9202,080212,B,372.31,197,2113
9209,003480,B,368.57,22,190
9209,01611,A,96.12,132,1154
9209,01611,B,408.32,140,1489
9209,01611,D,243.19,25,226
9209,020109,B,287.00,95,972
9209,031779,B,325.42,199,1919
9209,080212,B,188.53,131,1388
9216,003480,A,189.97,131,1353
9216,01611,B,232.92,66,596
9216,01611,C,411.52,117,1077
9216,020109,B,140.11,4,34
9216,020109,C,126.99,71,745
9216,020109,D,5.70,69,652
9216,031779,B,71.77,40,401
9216,031779,C,101.93,199,2103
9222,003480,B,117.82,157,1330
9222,003480,D,412.94,49,446
9222,020109,A,384.14,104,1080
9222,031779,B,36.63,13,121
9222,080212,B,341.97,199,2031
9222,080212,C,207.17,197,1762
9223,003480,A,340.24,90,830
9223,003480,B,354.24,158,1493
9223,003480,C,191.60,117,1127
9223,003480,D,122.91,138,1442
9223,01611,A,297.46,112,1149
9223,01611,B,0.54,118,1058
9223,01611,C,139.00,17,149
9223,01611,D,186.94,40,343
9223,020109,A,382.02,141,1201
9223,020109,C,281.31,187,1672
9223,020109,D,204.89,76,740
9223,031779,A,435.78,148,1277
9223,031779,C,253.28,152,1421
9223,080212,B,36.24,199,2024
9223,080212,C,250.00,199,1829
9232,003480,B,332.73,61,543
9232,003480,D,224.79,123,1131
9232,01611,A,318.35,166,1556
9232,01611,C,409.61,15,139
9232,020109,A,25.87,199,1878
9232,031779,C,370.12,174,1591
9232,080212,B,51.90,133,1284
9232,080212,D,266.16,184,1790
9249,003480,B,432.30,28,292
9249,020109,B,320.94,130,1179
9249,020109,C,412.27,75,728
9249,020109,D,248.75,99,947
9249,031779,A,64.58,185,1823
9249,031779,C,496.24,166,1636
9249,080212,A,114.69,137,1290
9249,080212,C,295.22,122,1069
9250,003480,A,25.16,4,42
9250,003480,D,346.11,143,1429
9250,01611,A,38.95,137,1474
9250,020109,A,13.97,2,20
9250,020109,B,229.98,48,450
9250,020109,C,458.05,172,1517
9250,080212,A,247.56,61,526
9253,003480,A,401.66,38,323
9253,01611,C,30.86,46,387
9253,01611,D,316.79,96,881
9253,020109,B,45.71,26,260
9253,031779,A,138.12,33,314
9253,031779,C,243.16,107,1130
9253,031779,D,337.04,178,1536
9253,080212,B,372.97,35,323
9254,003480,A,443.35,65,653
9254,003480,C,268.91,192,2026
9254,003480,D,218.58,113,1174
9254,01611,B,113.02,160,1697
9254,020109,B,50.87,84,845
9254,031779,A,401.68,89,789
9254,080212,B,348.90,60,621
9256,003480,C,425.20,85,906
9256,01611,A,454.29,181,1603
9256,01611,C,50.20,155,1358
9256,020109,D,125.10,110,1131
9256,080212,A,60.98,153,1528
9263,003480,A,142.58,97,1035
9263,003480,D,417.60,166,1653
9263,031779,C,349.11,151,1370
9263,080212,B,283.97,198,1950
9263,080212,C,464.41,185,1769
9263,080212,D,250.72,48,495
9273,003480,A,262.74,0,0
9273,003480,D,33.18,61,553
9273,01611,B,495.62,92,843
9273,01611,D,36.06,124,1078
9273,031779,C,82.62,48,474
9273,080212,A,480.21,142,1332
9273,080212,C,467.05,113,1085
9278,003480,A,410.51,113,1090
9278,003480,B,265.88,193,1939
9278,003480,C,238.12,177,1797
9278,003480,D,287.44,137,1341
9278,01611,A,284.49,165,1481
9278,01611,C,525.17,159,1641
9278,01611,D,504.92,85,803
9278,020109,A,462.55,119,1222
9278,020109,C,388.50,42,383
9278,031779,B,279.82,29,269
9278,080212,B,351.54,67,685
9278,080212,C,270.96,132,1413
9278,080212,D,32.96,84,753
9293,01611,A,125.26,107,1045
9293,01611,B,472.81,128,1297
9293,020109,C,359.96,95,955
9293,031779,A,520.95,167,1599
9293,031779,C,252.64,173,1667
9293,031779,D,343.28,0,0
9293,080212,A,248.25,117,1153
9299,003480,A,335.74,83,836
9299,01611,C,314.34,92,861
9299,020109,B,310.24,129,1207
9299,031779,B,359.85,49,425
9299,080212,A,544.40,154,1359
9299,080212,C,430.20,11,118
9299,080212,D,449.60,97,1032
9302,003480,B,218.36,189,1812
9302,003480,C,376.01,148,1578
9302,01611,C,172.08,74,667
9302,020109,A,492.14,101,962
9302,020109,C,285.82,64,648
9302,020109,D,375.49,38,365
9302,031779,C,353.73,25,237
9306,003480,A,459.33,106,1059
9306,01611,A,440.56,103,1018
9306,01611,C,242.26,200,2109
9306,01611,D,451.13,31,329
9306,020109,B,270.98,30,302
9306,020109,C,149.29,179,1724
9306,080212,B,21.02,98,873
9307,003480,B,157.40,95,906
9307,01611,A,579.60,156,1510
9307,01611,C,301.67,105,903
9307,01611,D,289.28,129,1247
9307,020109,A,359.57,7,75
9307,020109,D,269.35,178,1622
9307,031779,B,273.47,129,1255
9323,003480,B,121.92,98,1058
9323,01611,B,292.66,180,1757
9323,01611,C,276.13,179,1644
9323,020109,C,196.88,152,1372
9323,020109,D,336.59,83,765
9323,031779,B,54.29,67,674
9323,080212,B,549.22,132,1262
9334,01611,A,169.69,1,9
9334,01611,B,188.43,93,807
9334,01611,D,667.39,8,77
9334,020109,A,79.91,78,662
9334,020109,B,505.78,19,193
9334,020109,D,131.79,196,1856
9334,031779,B,401.76,94,830
9339,003480,C,113.58,94,1004
9339,01611,A,59.93,14,144
9339,01611,C,87.37,45,440
9339,01611,D,189.57,99,903
9339,080212,B,86.92,139,1492
9339,080212,C,34.35,8,85
9342,003480,A,567.28,180,1544
9342,003480,B,16.46,16,169
9342,003480,D,610.73,13,127
9342,01611,A,204.15,134,1207
9342,01611,B,560.78,7,67
9342,01611,C,109.65,14,135
9342,080212,B,287.80,176,1712
9346,003480,A,179.00,88,778
9346,003480,D,183.78,129,1196
9346,020109,B,418.83,147,1331
9346,080212,B,292.21,110,1135
9351,003480,B,365.91,9,88
9351,01611,A,3.10,117,1082
9351,01611,B,602.91,99,927
9351,01611,C,299.65,16,159
9351,020109,A,99.30,91,968
9351,020109,B,189.59,69,639
9351,080212,B,227.10,145,1250
9354,003480,B,689.68,143,1399
9354,020109,B,371.34,8,67
9354,020109,C,371.00,107,1089
9354,020109,D,537.61,200,2040
9354,031779,C,520.30,85,891
9354,080212,A,406.68,160,1532
9359,003480,C,198.17,178,1591
9359,01611,C,349.60,108,1142
9359,020109,C,481.87,62,553
9359,031779,B,136.75,150,1619
9359,031779,C,301.43,128,1179
9359,080212,B,590.88,137,1445
9359,080212,C,199.97,92,977
9363,003480,B,625.22,99,1010
9363,01611,A,248.93,94,838
9363,020109,C,639.60,126,1161
9363,080212,A,85.26,40,414
9363,080212,B,284.49,187,1968
9363,080212,C,189.33,80,689
9363,080212,D,25.28,163,1580
9369,003480,C,531.20,145,1436
9369,003480,D,118.98,127,1263
9369,01611,A,467.99,167,1501
9369,01611,B,14.19,45,480
9369,020109,A,20.05,87,768
9369,020109,D,692.67,46,394
9369,031779,B,294.37,72,747
9369,031779,C,580.95,135,1347
9369,031779,D,70.90,84,798
9369,080212,A,458.84,122,1062
9369,080212,B,680.42,84,902
9369,080212,D,456.82,69,595
9377,003480,A,176.24,44,374
9377,01611,C,77.90,131,1227
9377,020109,A,549.28,49,493
9377,020109,D,486.53,177,1830
9377,080212,A,592.76,129,1236
9377,080212,D,64.92,101,1067
9378,01611,A,611.16,0,0
9378,01611,C,116.53,148,1379
9378,01611,D,500.05,153,1631
9378,020109,B,618.90,159,1376
9378,020109,C,184.05,119,1149
9378,031779,A,283.18,100,1045
9403,003480,A,391.45,77,790
9403,003480,C,674.71,120,1100
9403,01611,A,15.22,26,267
9403,01611,C,541.58,177,1589
9403,020109,B,480.44,91,818
9403,020109,C,110.47,81,695
9403,031779,C,782.24,34,345
9407,003480,C,168.28,50,457
9407,003480,D,711.97,133,1220
9407,01611,A,244.25,59,515
9407,020109,A,350.05,3,27
9407,020109,B,151.92,175,1503
9407,031779,B,693.71,38,403
9407,031779,C,747.26,193,1649
9407,080212,A,428.71,99,876
9407,080212,B,251.57,109,989
9407,080212,D,679.29,68,700
9409,003480,A,567.01,134,1187
9409,003480,B,226.50,88,887
9409,003480,D,606.03,187,1774
9409,01611,A,602.20,114,1169
9409,01611,D,656.56,44,456
9409,020109,A,389.28,86,725
9409,080212,A,462.99,159,1516
9411,003480,A,49.00,165,1467
9411,003480,B,508.84,25,265
9411,01611,A,112.81,155,1662
9411,01611,D,688.93,194,1942
9411,020109,D,397.41,114,1207
9411,031779,C,564.01,187,1668
9411,080212,C,282.66,3,28
9414,003480,A,217.88,0,0
9414,003480,C,119.40,67,655
9414,01611,B,606.37,103,988
9414,01611,C,322.45,197,2112
9414,020109,A,587.31,139,1470
9414,020109,B,337.48,51,525
9414,020109,C,78.58,30,316
9414,031779,A,436.57,48,457
9414,080212,A,9.42,134,1242
9414,080212,B,565.04,73,618
9414,080212,C,476.83,118,1151
9416,003480,A,602.04,163,1509
9416,01611,B,417.47,149,1518
9416,020109,A,475.18,29,252
9416,020109,D,46.99,143,1423
9416,031779,A,77.58,92,984
9416,031779,B,183.82,139,1337
9416,031779,C,72.46,171,1592
9416,031779,D,655.26,17,155
9416,080212,B,772.17,109,1073
9418,003480,A,220.93,118,1077
9418,003480,B,624.04,32,313
9418,01611,B,689.18,68,605
9418,020109,A,157.75,116,1179
9418,031779,C,191.14,27,288
9418,031779,D,818.56,131,1258
9418,080212,B,40.37,134,1346
9433,003480,B,178.98,15,145
9433,003480,C,616.67,95,1015
9433,01611,B,487.14,23,217
9433,031779,A,138.35,36,310
9433,080212,A,62.87,99,1058
9433,080212,D,40.19,74,757
9442,003480,C,330.32,29,276
9442,01611,A,157.76,47,398
9442,020109,C,37.24,187,1647
9442,031779,C,32.18,93,834
9442,080212,A,711.27,179,1507
9442,080212,C,453.90,149,1411
9442,080212,D,623.52,96,860
9450,003480,B,100.60,75,715
9450,003480,C,233.99,120,1063
9450,003480,D,616.61,155,1379
9450,01611,C,372.55,6,55
9450,01611,D,505.28,77,713
9450,020109,C,124.68,140,1452
9450,020109,D,152.98,41,434
9450,031779,A,626.65,44,423
9450,031779,B,267.80,87,890
9450,031779,C,302.52,67,621
9450,031779,D,822.87,68,709
9450,080212,B,193.34,188,1773
9450,080212,C,104.12,99,924
9450,080212,D,97.76,160,1493
9456,003480,B,172.69,15,151
9456,003480,C,479.79,62,655
9456,01611,B,744.02,70,726
9456,01611,D,869.05,165,1587
9456,031779,C,802.16,111,1166
9456,080212,B,228.19,79,852
9456,080212,C,795.83,81,723
9458,01611,A,15.60,186,1647
9458,01611,B,200.85,151,1292
9458,01611,D,108.32,83,880
9458,020109,A,385.47,18,173
9458,020109,B,914.23,3,26
9458,080212,A,904.27,103,1032
9458,080212,C,134.29,0,0
9462,003480,B,208.78,81,774
9462,003480,C,376.94,116,1230
9462,003480,D,698.44,37,336
9462,020109,C,197.83,14,123
9462,031779,B,220.99,152,1303
9462,031779,C,463.80,68,625
9462,080212,C,256.07,132,1182
9466,003480,C,307.20,14,121
9466,003480,D,217.88,115,1076
9466,01611,A,443.84,31,323
9466,01611,B,480.79,138,1387
9466,01611,C,286.51,37,314
9466,01611,D,762.34,133,1381
9466,020109,A,27.15,85,770
9466,020109,D,911.60,98,906
9466,031779,A,134.89,68,721
9466,031779,C,280.35,22,186
9466,031779,D,798.05,67,717
9466,080212,C,719.98,20,204
9470,003480,C,827.93,192,2049
9470,01611,A,851.96,166,1449
9470,01611,B,587.13,177,1783
9470,031779,B,483.68,121,1081
9470,080212,A,775.44,10,93
9470,080212,B,835.79,124,1303
9470,080212,D,433.59,44,429
9484,003480,A,153.31,194,1693
9484,003480,B,424.97,132,1117
9484,01611,B,117.82,153,1355
9484,020109,A,92.48,64,592
9484,020109,D,21.01,78,750
9484,031779,A,849.13,153,1531
9484,031779,D,540.39,181,1775
9484,080212,B,712.29,116,1220
9488,003480,A,367.21,73,729
9488,003480,C,940.10,197,1914
9488,003480,D,352.64,173,1646
9488,01611,B,141.14,150,1504
9488,01611,C,926.75,156,1367
9488,020109,C,316.19,17,175
9488,020109,D,628.45,79,826
9491,003480,B,215.49,26,225
9491,003480,C,321.90,19,166
9491,01611,C,357.25,93,803
9491,031779,B,456.73,150,1517
9491,031779,C,669.09,19,188
9491,031779,D,675.99,112,995
9491,080212,A,977.83,189,2001
9491,080212,C,76.53,178,1587
9502,003480,A,656.13,132,1405
9502,003480,B,160.05,72,648
9502,003480,C,741.05,113,1118
9502,01611,A,182.47,12,101
9502,01611,B,209.60,139,1171
9502,01611,C,374.82,87,918
9502,01611,D,814.54,8,74
9502,020109,A,41.52,130,1210
9506,01611,A,308.41,140,1342
9506,01611,D,622.22,185,1908
9506,020109,A,873.65,178,1899
9506,031779,B,952.14,91,938
9506,080212,C,482.77,196,1657
9513,003480,B,735.46,162,1514
9513,003480,C,634.49,98,1058
9513,01611,B,240.51,42,445
9513,020109,B,82.30,114,1205
9513,020109,D,404.84,199,1987
9513,031779,A,436.21,18,174
9513,080212,B,925.96,7,66
9514,003480,A,295.90,151,1626
9514,01611,B,1011.40,88,903
9514,020109,A,558.31,52,471
9514,020109,B,492.10,43,446
9514,031779,C,993.50,183,1702
